LocationID,State,County,City,FacilityName,Latitude,Longitude
GEV,NC,ASHE,JEFFERSON,ASHE COUNTY,36.43247222,-81.4185
78A,NC,YADKIN,JONESVILLE,SWAN CREEK,36.20235639,-80.86812722
N88,NC,GUILFORD,JULIAN,KECKS,35.926525,-79.627525
DPL,NC,DUPLIN,KENANSVILLE,DUPLIN CO,35.00005556,-77.98169444
FFA,NC,DARE,KILL DEVIL HILLS,FIRST FLIGHT,36.01758333,-75.67158333
ISO,NC,LENOIR,KINSTON,KINSTON RGNL JETPORT AT STALLINGS FLD,35.33144444,-77.60883333
W17,NC,WAKE,KNIGHTDALE,RALEIGH EAST,35.79772222,-78.43700972
EXX,NC,DAVIDSON,LEXINGTON,DAVIDSON COUNTY,35.78113889,-80.30377778
2A5,NC,GUILFORD,LIBERTY,CAUSEY,35.91178556,-79.61764556
N61,NC,ALAMANCE,LIBERTY,HINSHAW (GREENACRES),35.87374806,-79.52752222
IPJ,NC,LINCOLN,LINCOLNTON,LINCOLNTON-LINCOLN COUNTY RGNL,35.48333333,-81.16125
LHZ,NC,FRANKLIN,LOUISBURG,TRIANGLE NORTH EXECUTIVE,36.02336111,-78.33025
LBT,NC,ROBESON,LUMBERTON,LUMBERTON RGNL,34.60980556,-79.05955556
N92,NC,CATAWBA,MAIDEN,LANEYS,35.57430028,-81.11730111
MQI,NC,DARE,MANTEO,DARE COUNTY RGNL,35.91898267,-75.69553575
9A9,NC,MC DOWELL,MARION,SHIFLET FIELD,35.72067972,-82.00983083
MEB,NC,SCOTLAND,MAXTON,LAURINBURG-MAXTON,34.79217419,-79.36589531
4W7,NC,ALAMANCE,MEBANE,HURDLE FIELD,36.07227778,-79.28063889
8A7,NC,DAVIE,MOCKSVILLE,TWIN LAKES,35.914915,-80.45680639
EQY,NC,UNION,MONROE,CHARLOTTE-MONROE EXECUTIVE,35.01741983,-80.62205103
14A,NC,IREDELL,MOORESVILLE,LAKE NORMAN AIRPARK,35.61386944,-80.89943056
MRN,NC,CALDWELL,MORGANTON,FOOTHILLS REGIONAL,35.82022222,-81.61141667
MWK,NC,SURRY,MOUNT AIRY,MOUNT AIRY/SURRY COUNTY,36.45972222,-80.55297222
W40,NC,WAYNE,MOUNT OLIVE,MOUNT OLIVE MUNI,35.22145406,-78.03861631
EWN,NC,CRAVEN,NEW BERN,COASTAL CAROLINA REGIONAL,35.07285253,-77.04302008
UKF,NC,WILKES,NORTH WILKESBORO,WILKES COUNTY,36.22360211,-81.09860631
SUT,NC,BRUNSWICK,OAK ISLAND,CAPE FEAR RGNL JETPORT/HOWIE FRANKLIN FLD,33.93080556,-78.07336111
N83,NC,GUILFORD,OAK RIDGE,DS BUTLER FARM AND AIRFIELD,36.19513611,-80.00531694
60J,NC,BRUNSWICK,OCEAN ISLE BEACH,ODELL WILLIAMSON MUNI,33.90850556,-78.43667222
W95,NC,HYDE,OCRACOKE,OCRACOKE ISLAND,35.10116667,-75.96597222
HNZ,NC,GRANVILLE,OXFORD,HENDERSON-OXFORD,36.36113889,-78.52983333
N26,NC,RICHMOND,PINEHURST,DERBY AERODROME,35.13388889,-79.63
SOP,NC,MOORE,PINEHURST/SOUTHERN PINES,MOORE COUNTY,35.23741667,-79.38902778
7NC,NC,WASHINGTON,PLYMOUTH,DONALD'S AIR PARK INC,35.73168928,-76.67125908
PMZ,NC,WASHINGTON,PLYMOUTH,PLYMOUTH MUNI,35.81077778,-76.75836111
5W4,NC,HOKE,RAEFORD,P K AIRPARK,35.01985972,-79.19100389
5W5,NC,WAKE,RALEIGH,TRIPLE W,35.62038889,-78.70027778
RDU,NC,WAKE,RALEIGH/DURHAM,RALEIGH-DURHAM INTL,35.87763889,-78.78747222
SIF,NC,ROCKINGHAM,REIDSVILLE,ROCKINGHAM COUNTY NC SHILOH,36.43722222,-79.851
6A5,NC,ROCKINGHAM,REIDSVILLE,WARF,36.324,-79.70933333
IXA,NC,HALIFAX,ROANOKE RAPIDS,HALIFAX-NORTHAMPTON RGNL,36.32980556,-77.63522222
RCZ,NC,RICHMOND,ROCKINGHAM,RICHMOND COUNTY,34.89130556,-79.75961111
RWI,NC,NASH,ROCKY MOUNT,ROCKY MOUNT-WILSON RGNL,35.85625278,-77.89193333
TDF,NC,PERSON,ROXBORO,PERSON COUNTY,36.28461111,-78.98463889
FQD,NC,RUTHERFORD,RUTHERFORDTON,RUTHERFORD CO - MARCHMAN FIELD,35.42822222,-81.93507778
RUQ,NC,ROWAN,SALISBURY,ROWAN COUNTY,35.64588889,-80.52027778
TTA,NC,LEE,SANFORD,RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY,35.58244444,-79.10133333
EHO,NC,CLEVELAND,SHELBY,SHELBY-CLEVELAND COUNTY RGNL,35.25575,-81.60075
SCR,NC,CHATHAM,SILER CITY,SILER CITY MUNI,35.7042745,-79.50429758
JNX,NC,JOHNSTON,SMITHFIELD,JOHNSTON REGIONAL,35.54094444,-78.39033333
7A8,NC,AVERY,SPRUCE PINE,AVERY COUNTY/MORRISON FIELD/,35.94536111,-81.99622222
43A,NC,MONTGOMERY,STAR,MONTGOMERY COUNTY,35.38465444,-79.79026208
SVH,NC,IREDELL,STATESVILLE,STATESVILLE RGNL,35.765,-80.95388889
24A,NC,JACKSON,SYLVA,JACKSON COUNTY,35.31721108,-83.20970381
ETC,NC,EDGECOMBE,TARBORO,TARBORO-EDGECOMBE,35.93726667,-77.54648194
NC2,NC,ALEXANDER,TAYLORSVILLE,TAYLORSVILLE,35.93083333,-81.19666667
N97,NC,DAVIDSON,THOMASVILLE,HIATT,35.83013667,-80.10754472
AFP,NC,ANSON,WADESBORO,ANSON COUNTY - JEFF CLOUD FIELD,35.02063775,-80.07711808
ACZ,NC,PENDER,WALLACE,HENDERSON FIELD,34.71786111,-78.00388889
N63,NC,STOKES,WALNUT COVE,MEADOW BROOK FIELD,36.30152611,-80.14837917
OCW,NC,BEAUFORT,WASHINGTON,WASHINGTON-WARREN,35.57047222,-77.04980556
N52,NC,UNION,WAXHAW,JAARS-TOWNSEND,34.86381667,-80.74798333
CPC,NC,COLUMBUS,WHITEVILLE,COLUMBUS COUNTY MUNI,34.27286111,-78.715
MCZ,NC,MARTIN,WILLIAMSTON,MARTIN COUNTY,35.86219306,-77.17820278
ILM,NC,NEW HANOVER,WILMINGTON,WILMINGTON INTL,34.27113889,-77.90288889
W03,NC,WILSON,WILSON,WILSON INDUSTRIAL AIR CENTER,35.77040694,-77.96979139
INT,NC,FORSYTH,WINSTON SALEM,SMITH REYNOLDS,36.13371381,-80.22198772
05N,NC,PITT,WINTERVILLE,SOUTH OAKS AERODROME,35.48218472,-77.35577431
80C,NC,YADKIN,YADKINVILLE,LONE HICKORY,36.06051444,-80.6901
6W4,NC,CASWELL,YANCEYVILLE,CASWELL,36.39977778,-79.39269444
1A2,ND,CASS,ARTHUR,ARTHUR,47.11263611,-97.20814722
ASY,ND,MC INTOSH,ASHLEY,ASHLEY MUNI,46.02459086,-99.3515895
20U,ND,GOLDEN VALLEY,BEACH,BEACH,46.92516667,-103.9820556
95D,ND,MERCER,BEULAH,BEULAH,47.25084083,-101.8140575
BIS,ND,BURLEIGH,BISMARCK,BISMARCK MUNI,46.77272222,-100.74575
D09,ND,BOTTINEAU,BOTTINEAU,BOTTINEAU MUNI,48.83047222,-100.4173056
5B4,ND,BURKE,BOWBELLS,BOWBELLS MUNI,48.80974944,-102.245445
BWW,ND,BOWMAN,BOWMAN,BOWMAN RGNL,46.16551931,-103.30075
9D7,ND,TOWNER,CANDO,CANDO MUNI,48.48002778,-99.23638889
46D,ND,FOSTER,CARRINGTON,CARRINGTON MUNI,47.45111111,-99.15133333
5N8,ND,CASS,CASSELTON,CASSELTON ROBERT MILLER RGNL,46.85394444,-97.20786111
2C8,ND,PEMBINA,CAVALIER,CAVALIER MUNI,48.78372222,-97.63197222
D49,ND,BURKE,COLUMBUS,COLUMBUS MUNI,48.89864333,-102.7921206
S32,ND,GRIGGS,COOPERSTOWN,COOPERSTOWN MUNI,47.42277361,-98.10587139
D50,ND,DIVIDE,CROSBY,CROSBY MUNI,48.92829928,-103.2975809
DVL,ND,RAMSEY,DEVILS LAKE,DEVILS LAKE RGNL,48.11658333,-98.91
DIK,ND,STARK,DICKINSON,DICKINSON - THEODORE ROOSEVELT RGNL,46.79733333,-102.8018611
D29,ND,WALSH,DRAYTON,DRAYTON MUNI,48.61851389,-97.17589722
S28,ND,ROLETTE,DUNSEITH,INTL PEACE GARDEN,48.99778194,-100.0434589
51D,ND,LA MOURE,EDGELEY,EDGELEY MUNI,46.34969444,-98.735
Y71,ND,GRANT,ELGIN,ELGIN MUNI,46.38275417,-101.8449028
4.00E+07,ND,DICKEY,ELLENDALE,ELLENDALE MUNI,46.01633333,-98.51569444
5N4,ND,RANSOM,ENDERLIN,SKY HAVEN,46.626862,-97.62023219
FAR,ND,CASS,FARGO,HECTOR INTL,46.92065,-96.81576389
D54,ND,CASS,FARGO,WEST FARGO MUNI,46.90080083,-96.91869528
D24,ND,WELLS,FESSENDEN,FESSENDEN-STREIBEL MUNI,47.65972389,-99.66095556
Y27,ND,SIOUX,FORT YATES,STANDING ROCK,46.06688472,-100.6327778
9G9,ND,LOGAN,GACKLE,GACKLE MUNI,46.62145225,-99.16442783
D05,ND,MC LEAN,GARRISON,GARRISON MUNI,47.65595928,-101.4369307
D57,ND,MORTON,GLEN ULLIN,GLEN ULLIN RGNL,46.81430139,-101.8651917
GAF,ND,WALSH,GRAFTON,HUTSON FIELD,48.40472222,-97.37094444
GFK,ND,GRAND FORKS,GRAND FORKS,GRAND FORKS INTL,47.94727778,-97.17377778
GWR,ND,SARGENT,GWINNER,GWINNER-ROGER MELROE FIELD,46.21827778,-97.64336111
5H4,ND,WELLS,HARVEY,HARVEY MUNI,47.79122222,-99.93175
6H8,ND,EMMONS,HAZELTON,HAZELTON MUNI,46.48221667,-100.2637333
HZE,ND,MERCER,HAZEN,MERCER COUNTY RGNL,47.28994444,-101.5809722
HEI,ND,ADAMS,HETTINGER,HETTINGER MUNI,46.01488889,-102.656
3H4,ND,TRAILL,HILLSBORO,HILLSBORO MUNI,47.35940778,-97.06041639
JMS,ND,STUTSMAN,JAMESTOWN,JAMESTOWN RGNL,46.92972222,-98.67819444
7K5,ND,WARD,KENMARE,KENMARE MUNI,48.6676125,-102.0480028
9Y1,ND,DUNN,KILLDEER,DUNN COUNTY WEYDAHL FIELD,47.39133194,-102.7718125
K74,ND,CASS,KINDRED,ROBERT ODEGAARD FIELD,46.64873075,-96.99900961
D03,ND,LA MOURE,KULM,KULM MUNI,46.30676389,-98.93883333
4F9,ND,LA MOURE,LA MOURE,LA MOURE ROTT MUNI,46.34805972,-98.28168889
5L0,ND,NELSON,LAKOTA,LAKOTA MUNI,48.02891667,-98.32575
D55,ND,CAVALIER,LANGDON,ROBERTSON FIELD,48.75313064,-98.39376917
2L1,ND,GRAND FORKS,LARIMORE,LARIMORE MUNI,47.90671389,-97.64097222
D31,ND,BENSON,LEEDS,LEEDS MUNI,48.28499889,-99.40346861
4N4,ND,RICHLAND,LIDGERWOOD,LIDGERWOOD MUNI,46.08918333,-97.16613472
7L2,ND,EMMONS,LINTON,LINTON MUNI,46.22064089,-100.2456239
6L3,ND,RANSOM,LISBON,LISBON MUNI,46.44697319,-97.72821589
6D3,ND,BENSON,MADDOCK,MADDOCK MUNI,47.98048472,-99.52735972
Y19,ND,MORTON,MANDAN,MANDAN MUNI,46.76797222,-100.8943611
D56,ND,TRAILL,MAYVILLE,MAYVILLE MUNI,47.47784167,-97.32807222
7G2,ND,SHERIDAN,MC CLUSKY,MC CLUSKY MUNI,47.46204722,-100.4872292
8M6,ND,NELSON,MC VILLE,MC VILLE MUNI,47.77031667,-98.18491389
4R6,ND,SARGENT,MILNOR,MILNOR MUNI,46.25829417,-97.43786861
MOT,ND,WARD,MINOT,MINOT INTL,48.25763889,-101.2780278
D06,ND,WALSH,MINTO,MINTO MUNI,48.29260278,-97.39402222
HBC,ND,RENVILLE,MOHALL,MOHALL MUNI,48.76838333,-101.5369953
3P3,ND,HETTINGER,MOTT,MOTT MUNI,46.35916417,-102.3282456
5B5,ND,LOGAN,NAPOLEON,NAPOLEON MUNI,46.49421244,-99.75936986
8J7,ND,EDDY,NEW ROCKFORD,TOMLINSON FIELD,47.69638722,-99.13122861
05D,ND,MOUNTRAIL,NEW TOWN,NEW TOWN MUNI,47.96786944,-102.4780861
4V4,ND,GRAND FORKS,NORTHWOOD,NORTHWOOD MUNI-VINCE FIELD,47.7248875,-97.58981111
2D5,ND,DICKEY,OAKES,OAKES MUNI,46.17311506,-98.07988978
64G,ND,CASS,PAGE,PAGE RGNL,47.17019444,-97.48191667
Y37,ND,WALSH,PARK RIVER,PARK RIVER - W C SKJERVEN FIELD,48.39408333,-97.78077778
Y74,ND,MOUNTRAIL,PARSHALL,PARSHALL-HANKINS,47.93568333,-102.1421389
PMB,ND,PEMBINA,PEMBINA,PEMBINA MUNI,48.94241667,-97.24066667
Y99,ND,MOUNTRAIL,PLAZA,TRULSON FIELD,48.03056806,-101.9532225
4.00E+08,ND,STARK,RICHARDTON,RICHARDTON,46.89581667,-102.3567444
37N,ND,MC LEAN,RIVERDALE,GARRISON DAM RECREATIONAL AIRPARK,47.48272778,-101.4081486
2H9,ND,ROLETTE,ROLETTE,ROLETTE,48.6668625,-99.85316111
06D,ND,ROLETTE,ROLLA,ROLLA MUNI,48.88441667,-99.62075
RUG,ND,PIERCE,RUGBY,RUGBY MUNI,48.39036111,-100.0242778
4S5,ND,PEMBINA,ST THOMAS,ST THOMAS MUNI,48.6264375,-97.43905556
08D,ND,MOUNTRAIL,STANLEY,STANLEY MUNI,48.30079861,-102.4063514
D60,ND,WILLIAMS,TIOGA,TIOGA MUNI,48.38027778,-102.8973611
D61,ND,MC HENRY,TOWNER,TOWNER MUNI,48.35919469,-100.3956123
91N,ND,MC LEAN,TURTLE LAKE,TURTLE LAKE MUNI,47.50960694,-100.9166
BAC,ND,BARNES,VALLEY CITY,BARNES COUNTY MUNI,46.94118508,-98.01801817
BWP,ND,RICHLAND,WAHPETON,HARRY STERN,46.24429378,-96.60715594
96D,ND,PEMBINA,WALHALLA,WALHALLA MUNI,48.94057319,-97.90277764
5C8,ND,MC LEAN,WASHBURN,WASHBURN MUNI,47.35116667,-101.0258889
S25,ND,MC KENZIE,WATFORD CITY,WATFORD CITY MUNI,47.79658333,-103.2551944
D64,ND,BOTTINEAU,WESTHOPE,WESTHOPE MUNI,48.91307639,-101.0337222
ISN,ND,WILLIAMS,WILLISTON,SLOULIN FLD INTL,48.17793861,-103.6423467
6L5,ND,MC INTOSH,WISHEK,WISHEK MUNI,46.24962917,-99.53965833
ANW,NE,BROWN,AINSWORTH,AINSWORTH RGNL,42.57922761,-99.99296739
BVN,NE,BOONE,ALBION,ALBION MUNI,41.72857694,-98.05575972
AIA,NE,BOX BUTTE,ALLIANCE,ALLIANCE MUNI,42.05322222,-102.80375
4D9,NE,HARLAN,ALMA,ALMA MUNI,40.11247222,-99.34641667
37V,NE,FURNAS,ARAPAHOE,ARAPAHOE MUNI,40.34158333,-99.90780556
8V2,NE,HOLT,ATKINSON,STUART-ATKINSON MUNI,42.562666,-99.03860808
K01,NE,NEMAHA,AUBURN,FARINGTON FIELD,40.38750167,-95.78916167
AUH,NE,HAMILTON,AURORA,AURORA MUNI - AL POTTER FIELD,40.89413889,-97.99455556
RBE,NE,ROCK,BASSETT,ROCK COUNTY,42.57113889,-99.56952778
BIE,NE,GAGE,BEATRICE,BEATRICE MUNI,40.30127778,-96.75411111
42V,NE,DUNDY,BENKELMAN,JONES,40.05805,-101.5468336
BTA,NE,WASHINGTON,BLAIR,BLAIR MUNI,41.41480556,-96.10897222
84Y,NE,KNOX,BLOOMFIELD,BLOOMFIELD MUNI,42.57972444,-97.67367528
BBW,NE,CUSTER,BROKEN BOW,BROKEN BOW MUNI/KEITH GLAZE FLD,41.43644444,-99.64216667
BUB,NE,GARFIELD,BURWELL,CRAM FIELD,41.77757661,-99.15021186
CSB,NE,FURNAS,CAMBRIDGE,CAMBRIDGE MUNI,40.30658194,-100.1620722
07K,NE,MERRICK,CENTRAL CITY,CENTRAL CITY MUNI - LARRY REINEKE FIELD,41.11156131,-98.05133561
CDR,NE,DAWES,CHADRON,CHADRON MUNI,42.83755769,-103.0954019
CNP,NE,DEUEL,CHAPPELL,BILLY G RAY FIELD,41.07747222,-102.4640556
OLU,NE,PLATTE,COLUMBUS,COLUMBUS MUNI,41.44872222,-97.34094444
CZD,NE,DAWSON,COZAD,COZAD MUNI,40.86959225,-100.0042515
6K3,NE,KNOX,CREIGHTON,CREIGHTON MUNI,42.47127778,-97.88475
CEK,NE,SALINE,CRETE,CRETE MUNI,40.61837672,-96.92570869
47V,NE,FRONTIER,CURTIS,CURTIS MUNI,40.63875,-100.4734167
93Y,NE,BUTLER,DAVID CITY,DAVID CITY MUNI,41.23036111,-97.1225
FBY,NE,JEFFERSON,FAIRBURY,FAIRBURY MUNI,40.18197222,-97.16788889
FMZ,NE,FILLMORE,FAIRMONT,FAIRMONT STATE AIRFIELD,40.58609758,-97.57313656
FNB,NE,RICHARDSON,FALLS CITY,BRENNER FIELD,40.07877778,-95.592
FET,NE,DODGE,FREMONT,FREMONT MUNI,41.44994444,-96.52119444
97Y,NE,NANCE,GENOA,GENOA MUNI,41.40418,-97.70866278
GRN,NE,SHERIDAN,GORDON,GORDON MUNI,42.80597222,-102.17525
GTE,NE,DAWSON,GOTHENBURG,QUINN FIELD,40.92548333,-100.1465694
GRI,NE,HALL,GRAND ISLAND,CENTRAL NEBRASKA RGNL,40.9675425,-98.30963889
GGF,NE,PERKINS,GRANT,GRANT MUNI,40.87066336,-101.7338794
99Y,NE,GREELEY,GREELEY,GREELEY MUNI,41.55834528,-98.54618528
0B4,NE,CEDAR,HARTINGTON,HARTINGTON MUNI/ BUD BECKER FLD,42.60308333,-97.2535
08K,NE,CLAY,HARVARD,HARVARD STATE,40.65133333,-98.07988889
HSI,NE,ADAMS,HASTINGS,HASTINGS MUNI,40.60525,-98.42788889
4V6,NE,SHERIDAN,HAY SPRINGS,HAY SPRINGS MUNI,42.68220303,-102.7012053
HJH,NE,THAYER,HEBRON,HEBRON MUNI,40.15194444,-97.58452778
HDE,NE,PHELPS,HOLDREGE,BREWSTER FIELD,40.45208889,-99.33647639
1V2,NE,GRANT,HYANNIS,GRANT COUNTY,42.00999444,-101.7700639
IML,NE,CHASE,IMPERIAL,IMPERIAL MUNI,40.51032622,-101.620146
EAR,NE,BUFFALO,KEARNEY,KEARNEY RGNL,40.72702778,-99.00677778
IBM,NE,KIMBALL,KIMBALL,KIMBALL MUNI/ROBERT E ARRAJ FIELD,41.18805556,-103.6773889
LXN,NE,DAWSON,LEXINGTON,JIM KELLY FIELD,40.79042361,-99.77591417
LNK,NE,LANCASTER,LINCOLN,LINCOLN,40.85088889,-96.75911111
0F4,NE,SHERMAN,LOUP CITY,LOUP CITY MUNI,41.28636111,-98.99002778
MCK,NE,RED WILLOW,MC COOK,MC COOK BEN NELSON RGNL,40.20627778,-100.5920833
0V3,NE,KEARNEY,MINDEN,PIONEER VILLAGE FIELD,40.51491667,-98.94563889
AFK,NE,OTOE,NEBRASKA CITY,NEBRASKA CITY MUNI,40.60652778,-95.86666667
4V9,NE,ANTELOPE,NELIGH,ANTELOPE COUNTY,42.11225,-98.03977778
OFK,NE,MADISON,NORFOLK,NORFOLK RGNL/KARL STEFAN MEMORIAL FLD,41.98547222,-97.43511111
LBF,NE,LINCOLN,NORTH PLATTE,NORTH PLATTE RGNL AIRPORT LEE BIRD FIELD,41.12622222,-100.6836667
OGA,NE,KEITH,OGALLALA,SEARLE FIELD,41.11947222,-101.7696944
OMA,NE,DOUGLAS,OMAHA,EPPLEY AIRFIELD,41.30316667,-95.89405556
MLE,NE,DOUGLAS,OMAHA,MILLARD,41.19598611,-96.11226472
3NO,NE,DOUGLAS,OMAHA,NORTH OMAHA,41.36928889,-96.02249444
ONL,NE,HOLT,O'NEILL,THE O'NEILL MUNI-JOHN L BAKER FIELD,42.46936111,-98.68777778
ODX,NE,VALLEY,ORD,EVELYN SHARP FIELD,41.62369444,-98.95186111
OKS,NE,GARDEN,OSHKOSH,GARDEN COUNTY,41.40191108,-102.3563516
50K,NE,PAWNEE,PAWNEE CITY,PAWNEE CITY MUNI,40.11616667,-96.19486111
0C4,NE,THURSTON,PENDER,PENDER MUNI,42.11341811,-96.72781339
PMV,NE,CASS,PLATTSMOUTH,PLATTSMOUTH MUNI,40.94836944,-95.91735417
7V7,NE,WEBSTER,RED CLOUD,RED CLOUD MUNI,40.08216667,-98.54136111
9V5,NE,SHERIDAN,RUSHVILLE,MODISETT,42.73657547,-102.4443601
09K,NE,CUSTER,SARGENT,SARGENT MUNI,41.63491667,-99.34213889
BFF,NE,SCOTTS BLUFF,SCOTTSBLUFF,WESTERN NEBRASKA RGNL/WILLIAM B HEILIG FIE,41.87402778,-103.5956389
SCB,NE,DODGE,SCRIBNER,SCRIBNER STATE,41.61033333,-96.62986111
SWT,NE,SEWARD,SEWARD,SEWARD MUNI,40.86472222,-97.10922222
SNY,NE,CHEYENNE,SIDNEY,SIDNEY MUNI/LLOYD W CARR FIELD,41.099807,-102.9849722
7K8,NE,DAKOTA,SO SIOUX CITY,MARTIN FIELD,42.45416111,-96.47253111
12K,NE,NUCKOLLS,SUPERIOR,SUPERIOR MUNI,40.04619986,-98.06125544
0G3,NE,JOHNSON,TECUMSEH,TECUMSEH MUNI,40.40094444,-96.17044444
TQE,NE,BURT,TEKAMAH,TEKAMAH MUNI,41.76353706,-96.177939
TIF,NE,THOMAS,THEDFORD,THOMAS COUNTY,41.96270833,-100.5703056
0J9,NE,SEWARD,UTICA,FLYING V,40.86776389,-97.35384861
VTN,NE,CHERRY,VALENTINE,MILLER FIELD,42.85669444,-100.5489722
AHQ,NE,SAUNDERS,WAHOO,WAHOO MUNI,41.24060806,-96.594555
64V,NE,LINCOLN,WALLACE,WALLACE MUNI,40.83222444,-101.1640447
LCG,NE,WAYNE,WAYNE,WAYNE MUNI/ STAN MORRIS FLD,42.24160575,-96.982271
JYR,NE,YORK,YORK,YORK MUNI,40.89641639,-97.62407244
BML,NH,COOS,BERLIN,BERLIN RGNL,44.57536111,-71.17591667
2N2,NH,GRAFTON,BRISTOL,NEWFOUND VALLEY,43.59201806,-71.75146806
CNH,NH,SULLIVAN,CLAREMONT,CLAREMONT MUNI,43.37050431,-72.36820742
4C4,NH,COOS,COLEBROOK,GIFFORD FIELD,44.88752361,-71.5077245
CON,NH,MERRIMACK,CONCORD,CONCORD MUNI,43.20272222,-71.50227778
ERR,NH,COOS,ERROL,ERROL,44.79254972,-71.164245
1B5,NH,GRAFTON,FRANCONIA,FRANCONIA,44.19497222,-71.75055556
2G8,NH,COOS,GORHAM,GORHAM,44.39358194,-71.19808889
7B3,NH,ROCKINGHAM,HAMPTON,HAMPTON AIRFIELD,42.96258944,-70.82866417
5B9,NH,GRAFTON,HAVERHILL,DEAN MEMORIAL,44.08017283,-72.00775992
8B1,NH,HILLSBOROUGH,HILLSBORO,HAWTHORNE-FEATHER AIRPARK,43.06127778,-71.90536111
AFN,NH,CHESHIRE,JAFFREY,JAFFREY AIRPORT-SILVER RANCH,42.80513417,-72.00302194
EEN,NH,CHESHIRE,KEENE,DILLANT-HOPKINS,42.89838889,-72.27077778
LCI,NH,BELKNAP,LACONIA,LACONIA MUNI,43.57304167,-71.41784167
LEB,NH,GRAFTON,LEBANON,LEBANON MUNI,43.62611111,-72.30419444
MHT,NH,HILLSBOROUGH,MANCHESTER,MANCHESTER,42.93280556,-71.43575
5M3,NH,CARROLL,MOULTONBORO,MOULTONBORO,43.7684075,-71.38673889
ASH,NH,HILLSBOROUGH,NASHUA,BOIRE FIELD,42.78241389,-71.51409444
2B3,NH,SULLIVAN,NEWPORT,PARLIN FIELD,43.38719208,-72.18764431
1P1,NH,GRAFTON,PLYMOUTH,PLYMOUTH MUNI,43.77825417,-71.75385
PSM,NH,ROCKINGHAM,PORTSMOUTH,PORTSMOUTH INTL AT PEASE,43.07794444,-70.82327778
DAW,NH,STRAFFORD,ROCHESTER,SKYHAVEN,43.28423483,-70.9295495
8B2,NH,COOS,TWIN MOUNTAIN,TWIN MOUNTAIN,44.26406408,-71.54674869
HIE,NH,COOS,WHITEFIELD,MOUNT WASHINGTON RGNL,44.36755556,-71.54580556
12N,NJ,SUSSEX,ANDOVER,AEROFLEX-ANDOVER,41.00861972,-74.73803389
13N,NJ,SUSSEX,ANDOVER,TRINCA,40.96605556,-74.78166667
ACY,NJ,ATLANTIC,ATLANTIC CITY,ATLANTIC CITY INTL,39.45758333,-74.57716667
BLM,NJ,MONMOUTH,BELMAR/FARMINGDALE,MONMOUTH EXECUTIVE,40.18675,-74.12455556
19N,NJ,CAMDEN,BERLIN,CAMDEN COUNTY,39.77844444,-74.94780556
1N7,NJ,WARREN,BLAIRSTOWN,BLAIRSTOWN,40.97113314,-74.99750406
00N,NJ,CUMBERLAND,BRIDGETON,BUCKS,39.47302778,-75.18441667
CDW,NJ,ESSEX,CALDWELL,ESSEX COUNTY,40.87522222,-74.28136111
17N,NJ,GLOUCESTER,CROSS KEYS,CROSS KEYS,39.70547583,-75.03300306
N05,NJ,WARREN,HACKETTSTOWN,HACKETTSTOWN,40.82009917,-74.85516722
N81,NJ,ATLANTIC,HAMMONTON,HAMMONTON MUNI,39.66747222,-74.75772222
2N6,NJ,BURLINGTON,JOBSTOWN,REDWING,40.02708333,-74.69088889
N12,NJ,OCEAN,LAKEWOOD,LAKEWOOD,40.0668025,-74.17766944
N07,NJ,MORRIS,LINCOLN PARK,LINCOLN PARK,40.94752444,-74.31450139
LDJ,NJ,UNION,LINDEN,LINDEN,40.61744444,-74.24458333
N14,NJ,BURLINGTON,LUMBERTON,FLYING W,39.93427778,-74.80722222
47N,NJ,SOMERSET,MANVILLE,CENTRAL JERSEY RGNL,40.52443978,-74.59829089
MIV,NJ,CUMBERLAND,MILLVILLE,MILLVILLE MUNI,39.36780556,-75.07222222
MMU,NJ,MORRIS,MORRISTOWN,MORRISTOWN MUNI,40.79933333,-74.41488889
VAY,NJ,BURLINGTON,MOUNT HOLLY,SOUTH JERSEY RGNL,39.94288889,-74.84575
EWR,NJ,ESSEX,NEWARK,NEWARK LIBERTY INTL,40.69247983,-74.16868678
26N,NJ,CAPE MAY,OCEAN CITY,OCEAN CITY MUNI,39.26347917,-74.60747639
3N6,NJ,MIDDLESEX,OLD BRIDGE,OLD BRIDGE,40.32988667,-74.34678694
7N7,NJ,SALEM,PEDRICKTOWN,SPITFIRE AERODROME,39.73556333,-75.39772111
N85,NJ,HUNTERDON,PITTSTOWN,ALEXANDRIA,40.58757389,-75.01942056
N40,NJ,HUNTERDON,PITTSTOWN,SKY MANOR,40.56588222,-74.97930806
39N,NJ,SOMERSET,PRINCETON/ROCKY HILL,PRINCETON,40.39908333,-74.659
N51,NJ,HUNTERDON,READINGTON,SOLBERG-HUNTERDON,40.58274444,-74.73671667
N87,NJ,MERCER,ROBBINSVILLE,TRENTON-ROBBINSVILLE,40.21394444,-74.60177778
SMQ,NJ,SOMERSET,SOMERVILLE,SOMERSET,40.62598064,-74.67003161
FWN,NJ,SUSSEX,SUSSEX,SUSSEX,41.20020667,-74.62305056
TEB,NJ,BERGEN,TETERBORO,TETERBORO,40.85011111,-74.06083333
MJX,NJ,OCEAN,TOMS RIVER,OCEAN COUNTY,39.92603964,-74.29553567
TTN,NJ,MERCER,TRENTON,TRENTON MERCER,40.27669444,-74.81347222
N73,NJ,BURLINGTON,VINCENTOWN,RED LION,39.90415167,-74.74954917
